date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:55:01	24190/24190	---M-Z	200	added ('OK')	text/html	etag:%225e7e-5ae5fccffde00-gzip%22	https://codezion.com/themes/tm/html/rides/bike.html	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/bike.html	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:01	32394/32394	---M-Z	200	added ('OK')	text/html	etag:%227e8a-5ae5fccffde00-gzip%22	https://codezion.com/themes/tm/html/rides/bike-left-sidebar.html	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/bike-left-sidebar.html	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:02	32403/32403	---M-Z	200	added ('OK')	text/html	etag:%227e93-5ae5fccffde00-gzip%22	https://codezion.com/themes/tm/html/rides/bike-right-sidebar.html	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/bike-right-sidebar.html	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:02	38603/38603	---M-Z	200	added ('OK')	text/html	etag:%2296cb-5ae5fccffde00-gzip%22	https://codezion.com/themes/tm/html/rides/bike-detail.html	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/bike-detail.html	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:02	25203/25203	---M-Z	200	added ('OK')	text/html	etag:%226273-5ae5fccffde00-gzip%22	https://codezion.com/themes/tm/html/rides/blog.html	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/blog.html	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:03	29238/29238	---M-Z	200	added ('OK')	text/html	etag:%227236-5ae5fccffde00-gzip%22	https://codezion.com/themes/tm/html/rides/blog-left-sidebar.html	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/blog-left-sidebar.html	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:03	29246/29246	---M-Z	200	added ('OK')	text/html	etag:%22723e-5ae5fccffde00-gzip%22	https://codezion.com/themes/tm/html/rides/blog-right-sidebar.html	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/blog-right-sidebar.html	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:03	25464/25464	---M-Z	200	added ('OK')	text/html	etag:%226378-5ae5fccffde00-gzip%22	https://codezion.com/themes/tm/html/rides/blog-details.html	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/blog-details.html	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:04	34752/34752	---M-Z	200	added ('OK')	text/html	etag:%2287c0-5ae5fccffde00-gzip%22	https://codezion.com/themes/tm/html/rides/blog-details-left-sidebar.html	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/blog-details-left-sidebar.html	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:04	34765/34765	---M-Z	200	added ('OK')	text/html	etag:%2287cd-5ae5fccffde00-gzip%22	https://codezion.com/themes/tm/html/rides/blog-details-right-sidebar.html	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/blog-details-right-sidebar.html	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:04	20323/20323	---M-Z	200	added ('OK')	text/html	etag:%224f63-5ae5fccffde00-gzip%22	https://codezion.com/themes/tm/html/rides/about.html	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/about.html	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:05	45301/45301	---M-Z	200	added ('OK')	text/html	etag:%22b0f5-5ae5fccffde00-gzip%22	https://codezion.com/themes/tm/html/rides/booking.html	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/booking.html	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:05	25986/25986	---M-Z	200	added ('OK')	text/html	etag:%226582-5ae5fccffde00-gzip%22	https://codezion.com/themes/tm/html/rides/faqs.html	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/faqs.html	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:05	16905/16905	---M-Z	200	added ('OK')	text/html	etag:%224209-5ae5fccffde00-gzip%22	https://codezion.com/themes/tm/html/rides/gallery.html	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/gallery.html	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:06	3666/3666	---M-Z	200	added ('OK')	text/html	etag:%22e52-5ae5fccffde00-gzip%22	https://codezion.com/themes/tm/html/rides/404.html	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/404.html	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:06	6229/6229	---M-Z	200	added ('OK')	text/html	etag:%221855-5ae5fccffde00-gzip%22	https://codezion.com/themes/tm/html/rides/coming-soon.html	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/coming-soon.html	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:06	17024/17024	---M-Z	200	added ('OK')	text/html	etag:%224280-5ae5fccffde00-gzip%22	https://codezion.com/themes/tm/html/rides/contact.html	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/contact.html	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:08	215328/215328	---M--	200	added ('OK')	image/jpeg	etag:%2234920-5b0ecbd1b32c0%22	https://codezion.com/themes/tm/html/rides/assets/images/slider/slider_1.jpg	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/assets/images/slider/slider_1.jpg	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:08	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Feb%202024%2006:25:10%20GMT	https://codezion.com/themes/tm/html/rides/cars.html	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/cars.1f.delayed	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:08	39348/39348	---M-Z	200	added ('OK')	text/html	etag:%2299b4-5ae5fccffde00-gzip%22	https://codezion.com/themes/tm/html/rides/	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/index-2.html	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:09	139014/139014	---M--	200	added ('OK')	image/jpeg	etag:%2221f06-5b0ecbc829c40%22	https://codezion.com/themes/tm/html/rides/assets/images/slider/slider_2.jpg	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/assets/images/slider/slider_2.jpg	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:10	74177/74177	---M--	200	added ('OK')	image/jpeg	etag:%22121c1-5ae5fcd3ce700%22	https://codezion.com/themes/tm/html/rides/assets/images/our_1.jpg	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/assets/images/our_1.jpg	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:10	155887/155887	---M--	200	added ('OK')	image/jpeg	etag:%22260ef-5b0ecbcbfa540%22	https://codezion.com/themes/tm/html/rides/assets/images/slider/slider_3.jpg	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/assets/images/slider/slider_3.jpg	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:10	22161/22161	---M--	200	added ('OK')	image/jpeg	etag:%225691-5ae5fcd3ce700%22	https://codezion.com/themes/tm/html/rides/assets/images/our_3.jpg	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/assets/images/our_3.jpg	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:11	51374/51374	---M--	200	added ('OK')	image/jpeg	etag:%22c8ae-5ae5fcd3ce700%22	https://codezion.com/themes/tm/html/rides/assets/images/our_2.jpg	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/assets/images/our_2.jpg	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:11	60987/60987	---M--	200	added ('OK')	image/jpeg	etag:%22ee3b-5ae5fcd5b6b80%22	https://codezion.com/themes/tm/html/rides/assets/images/work/our_4.jpg	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/assets/images/work/our_4.jpg	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:12	46449/46449	---M--	200	added ('OK')	image/jpeg	etag:%22b571-5ae5fcd5b6b80%22	https://codezion.com/themes/tm/html/rides/assets/images/work/our_1.jpg	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/assets/images/work/our_1.jpg	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:12	43961/43961	---M--	200	added ('OK')	image/jpeg	etag:%22abb9-5ae5fcd5b6b80%22	https://codezion.com/themes/tm/html/rides/assets/images/work/our_2.jpg	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/assets/images/work/our_2.jpg	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:12	49416/49416	---M--	200	added ('OK')	image/jpeg	etag:%22c108-5ae5fcd5b6b80%22	https://codezion.com/themes/tm/html/rides/assets/images/work/our-6.jpg	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/assets/images/work/our-6.jpg	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:13	39602/39602	---M--	200	added ('OK')	image/jpeg	etag:%229ab2-5ae5fcd5b6b80%22	https://codezion.com/themes/tm/html/rides/assets/images/work/our-5.jpg	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/assets/images/work/our-5.jpg	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:13	52985/52985	---M--	200	added ('OK')	image/jpeg	etag:%22cef9-5ae5fcd79f000%22	https://codezion.com/themes/tm/html/rides/assets/images/gallery/gallry_2.jpg	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/assets/images/gallery/gallry_2.jpg	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:13	154432/154432	---M--	200	added ('OK')	image/jpeg	etag:%2225b40-5ae5fcd79f000%22	https://codezion.com/themes/tm/html/rides/assets/images/gallery/gallry_1.jpg	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/assets/images/gallery/gallry_1.jpg	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:15	37493/37493	---M--	200	added ('OK')	image/jpeg	etag:%229275-5ae5fcd79f000%22	https://codezion.com/themes/tm/html/rides/assets/images/gallery/gallry_3.jpg	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/assets/images/gallery/gallry_3.jpg	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:15	42943/42943	---M--	200	added ('OK')	image/jpeg	etag:%22a7bf-5ae5fcd79f000%22	https://codezion.com/themes/tm/html/rides/assets/images/gallery/gallry_4.jpg	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/assets/images/gallery/gallry_4.jpg	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:15	40636/40636	---M--	200	added ('OK')	image/jpeg	etag:%229ebc-5ae5fcd79f000%22	https://codezion.com/themes/tm/html/rides/assets/images/gallery/gallry_5.jpg	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/assets/images/gallery/gallry_5.jpg	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:16	74732/74732	---M--	200	added ('OK')	image/jpeg	etag:%22123ec-5ae5fcd79f000%22	https://codezion.com/themes/tm/html/rides/assets/images/gallery/gallry_6.jpg	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/assets/images/gallery/gallry_6.jpg	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:16	28758/28758	---M--	200	added ('OK')	image/jpeg	etag:%227056-5ae5fcd79f000%22	https://codezion.com/themes/tm/html/rides/assets/images/gallery/gallry_8.jpg	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/assets/images/gallery/gallry_8.jpg	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:16	173484/173484	---M--	200	added ('OK')	image/jpeg	etag:%222a5ac-5ae5fcd79f000%22	https://codezion.com/themes/tm/html/rides/assets/images/gallery/gallry_7.jpg	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/assets/images/gallery/gallry_7.jpg	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:16	40128/40128	---M--	200	added ('OK')	image/jpeg	etag:%229cc0-5ae5fcd79f000%22	https://codezion.com/themes/tm/html/rides/assets/images/gallery/gallry_9.jpg	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/assets/images/gallery/gallry_9.jpg	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:16	3957951/3957951	---M--	200	added ('OK')	image/jpeg	etag:%223c64bf-5ae5fcd3ce700%22	https://codezion.com/themes/tm/html/rides/assets/images/our_4.jpg	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/assets/images/our_4.jpg	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:17	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Feb%202024%2006:25:19%20GMT	https://codezion.com/themes/tm/html/rides/car-detail.html	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/car-detail.html	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:17	28813/28813	---M--	200	added ('OK')	image/jpeg	etag:%22708d-5ae5fcd79f000%22	https://codezion.com/themes/tm/html/rides/assets/images/bike/bike_1.jpg	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/assets/images/bike/bike_1.jpg	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:18	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Feb%202024%2006:25:20%20GMT	https://codezion.com/themes/tm/html/rides/car-detail.html	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/car-detail.html	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:18	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Feb%202024%2006:25:20%20GMT	https://codezion.com/themes/tm/html/rides/car-detail.html	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/car-detail.html	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:19	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Feb%202024%2006:25:21%20GMT	https://codezion.com/themes/tm/html/rides/car-detail.html	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/car-detail.html	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:20	28736/28736	---M--	200	added ('OK')	image/jpeg	etag:%227040-5ae5fcd79f000%22	https://codezion.com/themes/tm/html/rides/assets/images/bike/bike_2.jpg	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/assets/images/bike/bike_2.jpg	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Feb%202024%2006:25:22%20GMT	https://codezion.com/themes/tm/html/rides/car-detail.html	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/car-detail.html	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:21	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Feb%202024%2006:25:22%20GMT	https://codezion.com/themes/tm/html/rides/car-detail.html	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/car-detail.html	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:21	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Feb%202024%2006:25:23%20GMT	https://codezion.com/themes/tm/html/rides/car-detail.html	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/car-detail.html	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:22	29726/29726	---M--	200	added ('OK')	image/jpeg	etag:%22741e-5ae5fcd987480%22	https://codezion.com/themes/tm/html/rides/assets/images/bike/bike_3.jpg	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/assets/images/bike/bike_3.jpg	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Feb%202024%2006:25:24%20GMT	https://codezion.com/themes/tm/html/rides/car-detail.html	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/car-detail.html	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:23	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Feb%202024%2006:25:25%20GMT	https://codezion.com/themes/tm/html/rides/car-detail.html	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/car-detail.html	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:23	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Feb%202024%2006:25:25%20GMT	https://codezion.com/themes/tm/html/rides/car-detail.html	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/car-detail.html	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:24	27390/27390	---M--	200	added ('OK')	image/jpeg	etag:%226afe-5ae5fcd79f000%22	https://codezion.com/themes/tm/html/rides/assets/images/bike/bike_4.jpg	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/assets/images/bike/bike_4.jpg	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:24	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Feb%202024%2006:25:26%20GMT	https://codezion.com/themes/tm/html/rides/car-detail.html	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/car-detail.html	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Feb%202024%2006:25:27%20GMT	https://codezion.com/themes/tm/html/rides/car-detail.html	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/car-detail.html	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Feb%202024%2006:25:27%20GMT	https://codezion.com/themes/tm/html/rides/car-detail.html	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/car-detail.html	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:26	23793/23793	---M--	200	added ('OK')	image/jpeg	etag:%225cf1-5ae5fcd987480%22	https://codezion.com/themes/tm/html/rides/assets/images/bike/bike_5.jpg	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/assets/images/bike/bike_5.jpg	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Feb%202024%2006:25:28%20GMT	https://codezion.com/themes/tm/html/rides/car-detail.html	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/car-detail.html	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Feb%202024%2006:25:29%20GMT	https://codezion.com/themes/tm/html/rides/car-detail.html	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/car-detail.html	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:27	7272/7272	---M--	200	added ('OK')	image/jpeg	etag:%221c68-5ae5fcd3ce700%22	https://codezion.com/themes/tm/html/rides/assets/images/our_team_3.jpg	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/assets/images/our_team_3.jpg	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:28	8114/8114	---M--	200	added ('OK')	image/jpeg	etag:%221fb2-5ae5fcd3ce700%22	https://codezion.com/themes/tm/html/rides/assets/images/our_team_2.jpg	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/assets/images/our_team_2.jpg	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:28	9695/9695	---M--	200	added ('OK')	image/jpeg	etag:%2225df-5ae5fcd3ce700%22	https://codezion.com/themes/tm/html/rides/assets/images/our_team_1.jpg	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/assets/images/our_team_1.jpg	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:29	55702/55702	---M--	200	added ('OK')	image/png	etag:%22d996-5ae5fcd3ce700%22	https://codezion.com/themes/tm/html/rides/assets/images/our_tam.png	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/assets/images/our_tam.png	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:29	35004/35004	---M--	200	added ('OK')	image/jpeg	etag:%2288bc-5ae5fcd79f000%22	https://codezion.com/themes/tm/html/rides/assets/images/blog/blog_all_1.jpg	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/assets/images/blog/blog_all_1.jpg	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:30	21889/21889	---M--	200	added ('OK')	image/jpeg	etag:%225581-5ae5fcd5b6b80%22	https://codezion.com/themes/tm/html/rides/assets/images/blog/blog_all_2.jpg	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/assets/images/blog/blog_all_2.jpg	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:31	57978/57978	---M--	200	added ('OK')	image/jpeg	etag:%22e27a-5ae5fcd5b6b80%22	https://codezion.com/themes/tm/html/rides/assets/images/blog/blog_all_3.jpg	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/assets/images/blog/blog_all_3.jpg	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:31	43159/43159	---M--	200	added ('OK')	image/jpeg	etag:%22a897-5ae5fcd79f000%22	https://codezion.com/themes/tm/html/rides/assets/images/blog/blog_all_4.jpg	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/assets/images/blog/blog_all_4.jpg	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:31	21257/21257	---M-Z	200	added ('OK')	text/javascript	etag:%225309-5ae5fcd987480-gzip%22	https://codezion.com/themes/tm/html/rides/assets/js/popper.min.js	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/assets/js/popper.min.js	(from https://codezion.com/themes/tm/html/rides/index.html)
11:55:31	280363/280363	---MCZ	200	added ('OK')	text/javascript	etag:%224472b-5ae5fcd987480-gzip%22	https://codezion.com/themes/tm/html/rides/assets/js/jquery.min.js	C:/My%20Web%20Sites/Swagat_Ck/codezion.com/themes/tm/html/rides/assets/js/jquery.min.js	(from https://codezion.com/themes/tm/html/rides/index.html)
